HUC8,Year,Month,PPT,TMAX,USDM
7080203,2021,9,-0.475220439,0.860569869,1
7080203,2021,10,-0.293549045,0.25018807,1
7080203,2021,11,-0.912271116,-0.662056935,0.999948609
7080203,2021,12,-0.955320889,-1.140813448,0.999931479
7080203,2022,1,-0.922858146,-1.87896623,0.999931479
7080203,2022,2,-1.255982696,-1.669331689,0.999931479
7080203,2022,3,-0.780006726,-0.843266639,0.997060436
7080203,2022,4,0.768351311,-0.515226496,0.493276346
7080203,2022,5,-0.193305475,0.538544971,0
7080203,2022,6,0.931028406,1.030822216,0.128205128
7080203,2022,7,0.437224693,1.150149016,0.089429621
7080203,2022,8,1.98001262,0.987444764,0
7080203,2022,9,-0.840867345,0.731010954,0
7080203,2022,10,-1.191491415,0.115600341,0.75
7080203,2022,11,-0.932860676,-0.726108794,1
7080203,2022,12,-0.693876652,-1.723568069,1
10230006,2012,1,-1.290475614,-0.889688814,0.200094484
10230006,2012,2,-0.346419921,-0.972290657,0.01087698
10230006,2012,3,-0.72429592,0.352176883,0.01087698
10230006,2012,4,0.286033693,0.457620229,0.00995698
10230006,2012,5,0.358468723,0.981875337,0
10230006,2012,6,0.946015284,1.221259937,0
10230006,2012,7,-1.282320547,1.705323355,1.353777524
10230006,2012,8,-0.530308417,1.349595157,3
10230006,2012,9,-0.635565977,1.007785352,3
10230006,2012,10,-0.027976304,0.140494924,3
10230006,2012,11,-1.178339453,-0.285645612,2.91770316
10230006,2012,12,-0.676817091,-1.036627203,2.91770316
10230006,2013,1,-1.150830425,-1.247112317,2.91770316
10230006,2013,2,-1.085188538,-1.126198866,2.91770316
10230006,2013,3,-0.657725104,-0.868665454,2.578495143
10230006,2013,4,0.820233187,-0.144335858,2.022123456
10230006,2013,5,1.643943551,0.544691784,0.336116062
10230006,2013,6,0.71664206,1.014274086,0.000981694
10230006,2013,7,-1.030574335,1.247743089,0.270507552
10230006,2013,8,-0.195743292,1.257176304,1.372599218
10230006,2013,9,-0.051777962,1.067430573,1.433712038
10230006,2013,10,0.303809581,0.21643877,0.135859008
10230006,2013,11,-0.768085935,-0.581220555,0.018497491
10230006,2013,12,-1.272613593,-1.345498599,0.018497491
10230006,2014,1,-1.303292025,-1.280867163,0.011097438
10230006,2014,2,-0.958249419,-1.422135208,0.011097438
10230006,2014,3,-1.180772979,-0.608770138,0.711587483
10230006,2014,4,-0.054719242,0.204080636,0.949474795
10230006,2014,5,0.490094298,0.712097685,0
10230006,2014,6,3.265110068,1.109673858,0
10230006,2014,7,-0.518297414,1.108129012,0
10230006,2014,8,2.601717963,1.125025476,0
10230006,2014,9,0.729217381,0.794811798,0
10230006,2014,10,0.344443849,0.369587681,0
10230006,2014,11,-1.208943161,-0.785371611,0
10230006,2014,12,-0.544346855,-1.099864736,0
10230006,2015,1,-1.289647898,-1.099454678,0
10230006,2015,2,-0.755611661,-1.442551634,0
10230006,2015,3,-1.13821634,-0.1622286,0
10230006,2015,4,0.402714345,0.238538971,0
10230006,2015,5,1.377922003,0.520342536,0
10230006,2015,6,0.660649352,1.078744908,0
10230006,2015,7,0.454269254,1.213401358,0
10230006,2015,8,1.798658271,1.067900704,0
10230006,2015,9,1.605999997,1.040070706,0
10230006,2015,10,-0.941258868,0.403904346,0
10230006,2015,11,-0.01295668,-0.243782122,0
10230006,2015,12,1.239481704,-0.931376561,0
10230006,2016,1,-0.947124234,-1.452066606,0
10230006,2016,2,-0.914735103,-0.901854931,0
10230006,2016,3,-0.746794884,-0.072034661,0
10230006,2016,4,1.367677368,0.237472857,0
10230006,2016,5,1.091346507,0.608294444,0
10230006,2016,6,-0.46296167,1.403860784,0
10230006,2016,7,1.132149274,1.2448618,0
10230006,2016,8,1.691593211,1.190587764,0
10230006,2016,9,0.924846245,0.998672073,0
10230006,2016,10,-0.485634701,0.471325815,0
10230006,2016,11,-0.895746075,-0.069188293,0
10230006,2016,12,-0.736816478,-1.22064797,0
10230006,2017,1,-0.902189397,-1.287187608,0
10230006,2017,2,-0.88834822,-0.583437684,0
10230006,2017,3,-0.034372628,-0.387077993,0
10230006,2017,4,-0.222151256,0.172191331,0
10230006,2017,5,1.36351622,0.640667006,0
10230006,2017,6,0.045991972,1.300013763,0
10230006,2017,7,-0.297584344,1.397171251,0
10230006,2017,8,0.373099263,1.048023561,0.057964002
10230006,2017,9,-0.039934414,1.0427192,0
10230006,2017,10,0.977677224,0.327583412,0
10230006,2017,11,-1.177924411,-0.450061625,0
10230006,2017,12,-1.1557677,-1.04784926,0
10230006,2018,1,-0.910814886,-1.488912988,0
10230006,2018,2,-0.896354519,-1.393526247,0
10230006,2018,3,-0.016868536,-0.571977399,0
10230006,2018,4,-1.108391796,-0.256808445,0
10230006,2018,5,0.050423954,1.007976692,0
10230006,2018,6,2.745955663,1.285337841,0
10230006,2018,7,0.277290183,1.258490433,0
10230006,2018,8,2.0358126,1.174881445,0
10230006,2018,9,1.06006467,0.922169812,0
10230006,2018,10,0.125256443,0.026105419,0
10230006,2018,11,-0.877320329,-0.868228155,0
10230006,2018,12,0.080109294,-1.10365189,0
10230006,2019,1,-1.108998137,-1.349531985,0
10230006,2019,2,-0.441607323,-1.722710861,0
10230006,2019,3,-0.064300312,-0.874386879,0
10230006,2019,4,-0.754020921,0.22438771,0
10230006,2019,5,2.357211864,0.441616025,0
10230006,2019,6,0.176709349,1.106507744,0
10230006,2019,7,-0.154811382,1.332335937,0
10230006,2019,8,0.424677811,1.091285463,0
10230006,2019,9,1.672476046,1.085411821,0
10230006,2019,10,1.070883765,0.008466912,0
10230006,2019,11,-0.856416747,-0.685266972,0
10230006,2019,12,-0.452751153,-0.925464563,0
10230006,2020,1,-0.873736352,-1.288136968,0
10230006,2020,2,-1.314648088,-0.971657088,0
10230006,2020,3,-0.373754662,-0.323929709,0
10230006,2020,4,-0.854933366,0.144116236,0
10230006,2020,5,0.306126642,0.408485452,0
10230006,2020,6,0.000224264,1.354570449,0
10230006,2020,7,-0.319084307,1.371101783,0.994824858
10230006,2020,8,-0.845740806,1.306845085,2.131114578
10230006,2020,9,-0.313063054,0.826815778,2.062523623
10230006,2020,10,-0.75064299,-0.009193847,2
10230006,2020,11,-0.601492159,-0.137759197,1.09117479
10230006,2020,12,-0.81034381,-0.993297533,1.091152815
10230006,2021,1,-0.654700266,-1.199886155,0.792269151
10230006,2021,2,-0.818290638,-1.785825743,0.140135367
10230006,2021,3,0.746517106,-0.179868591,0
10230006,2021,4,-0.648412689,0.144744696,0
10230006,2021,5,0.584530636,0.5531623,0
10230006,2021,6,0.04009657,1.359275337,0.100303257
10230006,2021,7,0.821031938,1.303909364,0
10230006,2021,8,0.99864375,1.321494165,0
10230006,2021,9,-0.646054033,1.063012167,0
10230006,2021,10,0.882948261,0.396692035,0
10230006,2021,11,-1.14992718,-0.279218597,0
10230006,2021,12,-1.174354189,-0.648245448,0
10230006,2022,1,-1.115446666,-1.32129937,0
10230006,2022,2,-1.231797772,-0.984242007,0.03141344
10230006,2022,3,-0.290049196,-0.384707415,0.113532281
10230006,2022,4,-0.492822062,0.03148583,0.094994111
10230006,2022,5,0.789197316,0.667095495,0.006578947
10230006,2022,6,0.060641234,1.252161483,0.006200419
10230006,2022,7,-0.265259194,1.375511701,0.093568252
10230006,2022,8,-0.182153245,1.353341434,0.644443392
10230006,2022,9,-0.476540024,1.037051069,0.714729926
10230006,2022,10,-1.032812754,0.405353608,1.032199051
10230006,2022,11,-1.036704124,-0.48919054,1.602755681
10230006,2022,12,-0.831115094,-1.345220764,1.602755681
7100008,2012,1,-1.197259548,-0.995141655,0
7100008,2012,2,-0.402873783,-0.954157592,0
7100008,2012,3,-0.268786845,0.248347042,0
7100008,2012,4,0.558394738,0.329179557,0
7100008,2012,5,-0.287176846,0.938282849,0
7100008,2012,6,-0.09435352,1.190392378,0.09370072
7100008,2012,7,-1.025832356,1.723445475,1.316568567
7100008,2012,8,-0.047710652,1.319196728,2.121628883
7100008,2012,9,-0.999563459,0.943326643,2.739340492
7100008,2012,10,0.259710081,0.170595722,2.600538374
7100008,2012,11,-0.754380686,-0.314059164,2.094526863
7100008,2012,12,-0.64612396,-0.988230207,1.750650368
7100008,2013,1,-0.960087114,-1.17103117,1.406169206
7100008,2013,2,-0.570443433,-1.204625764,1.406352012
7100008,2013,3,-0.509589868,-0.992657193,1.372010567
7100008,2013,4,1.445654786,-0.131964521,0.544154722
7100008,2013,5,2.102847536,0.505427758,0
7100008,2013,6,0.346224351,0.981710104,0
7100008,2013,7,-0.686444421,1.21500024,0.032704226
7100008,2013,8,-0.981392027,1.280027042,1.374714993
7100008,2013,9,-0.220597931,1.070870262,1.865125202
7100008,2013,10,-0.085830949,0.178178196,1.742835906
7100008,2013,11,-0.539504562,-0.667706995,1.655390271
7100008,2013,12,-1.062327434,-1.465858276,1.655992929
7100008,2014,1,-1.23292053,-1.480666421,1.656595587
7100008,2014,2,-0.359595942,-1.670078583,1.233858817
7100008,2014,3,-1.120526586,-0.808574716,0.867498167
7100008,2014,4,1.413952359,0.137685025,0.218376373
7100008,2014,5,0.593330226,0.616052773,0
7100008,2014,6,1.710752229,1.063369447,0
7100008,2014,7,0.042780182,1.028741675,0
7100008,2014,8,2.675581205,1.072773925,0
7100008,2014,9,1.509590569,0.726699746,0
7100008,2014,10,0.242127632,0.228456624,0
7100008,2014,11,-1.059965125,-0.875092291,0
7100008,2014,12,-0.952884035,-1.116162238,0
7100008,2015,1,-1.138834141,-1.230443217,0
7100008,2015,2,-0.696439962,-1.60187382,0
7100008,2015,3,-1.098287857,-0.347636208,0
7100008,2015,4,0.132026957,0.259419514,0
7100008,2015,5,0.900148905,0.550047352,0
7100008,2015,6,2.008123473,1.007582755,0
7100008,2015,7,2.38773893,1.16506167,0
7100008,2015,8,0.478385107,1.022409061,0
7100008,2015,9,0.795817616,1.040955626,0
7100008,2015,10,-0.729214068,0.301431047,0
7100008,2015,11,0.297976862,-0.267727363,0
7100008,2015,12,1.040286492,-0.845074975,0
7100008,2016,1,-1.058385352,-1.46308889,0
7100008,2016,2,-0.814721405,-1.014393783,0
7100008,2016,3,-0.385699476,-0.196481835,0
7100008,2016,4,0.039670486,0.162584987,0
7100008,2016,5,0.399646584,0.557576765,0
7100008,2016,6,-0.301627761,1.317163927,0.079184202
7100008,2016,7,1.565816844,1.179703577,0.029251499
7100008,2016,8,0.764996641,1.161083133,0.003810202
7100008,2016,9,1.241466328,1.008782327,0
7100008,2016,10,-0.828545825,0.462063178,0
7100008,2016,11,-0.769988518,-0.020637411,0
7100008,2016,12,-0.726774896,-1.25018875,0
7100008,2017,1,-0.678685152,-1.287967215,0
7100008,2017,2,-1.024477015,-0.515755895,0
7100008,2017,3,-0.051963348,-0.453196574,0.010553241
7100008,2017,4,0.43288325,0.181126319,0
7100008,2017,5,0.722370822,0.580112935,0
7100008,2017,6,-0.112021049,1.255567214,0.009138587
7100008,2017,7,-0.775295933,1.425405718,0.688805131
7100008,2017,8,0.225476833,1.087749239,1.66007493
7100008,2017,9,-0.138209204,1.086003704,1.809813779
7100008,2017,10,0.905591329,0.290610917,0.79909559
7100008,2017,11,-1.19784982,-0.496742833,0.555040766
7100008,2017,12,-1.189188335,-1.106863455,0.430779739
7100008,2018,1,-0.823001541,-1.478369063,0.386852017
7100008,2018,2,-0.706785483,-1.304356341,0.347612973
7100008,2018,3,-0.339122172,-0.664639392,0.409189259
7100008,2018,4,-0.867869037,-0.300503484,0.3510336
7100008,2018,5,0.630904935,1.025444419,0.129726738
7100008,2018,6,2.606003488,1.217177942,0.054650139
7100008,2018,7,-0.282563532,1.290048914,0.052944719
7100008,2018,8,0.281878049,1.269858603,0.518841973
7100008,2018,9,2.180454404,0.890226625,0
7100008,2018,10,0.846668587,0.03820645,0
7100008,2018,11,-0.491655068,-0.954540026,0
7100008,2018,12,-0.234241375,-1.000022723,0
7100008,2019,1,-0.545536109,-1.429625976,0
7100008,2019,2,-0.312098495,-1.622267628,0
7100008,2019,3,-0.373604625,-0.852466866,0
7100008,2019,4,-0.590053566,0.197091552,0
7100008,2019,5,2.927999542,0.40091848,0
7100008,2019,6,0.279468286,1.036098119,0
7100008,2019,7,-0.226636248,1.338594297,0
7100008,2019,8,1.076919761,1.068585335,0.067282331
7100008,2019,9,0.881190254,1.025132457,0
7100008,2019,10,1.387872405,-0.009583946,0
7100008,2019,11,-0.852141936,-0.753699941,0
7100008,2019,12,-0.876496008,-0.848798648,0
7100008,2020,1,-0.606716292,-1.298889298,0
7100008,2020,2,-1.249385794,-1.090224696,0
7100008,2020,3,0.014495198,-0.324579222,0
7100008,2020,4,-0.396010315,0.048593447,0
7100008,2020,5,0.739715435,0.426445033,0
7100008,2020,6,0.484534623,1.2104583,0
7100008,2020,7,0.207304864,1.360628374,0.455089407
7100008,2020,8,-0.794781124,1.272077312,0.65104695
7100008,2020,9,0.316624748,0.748544239,0.600901978
7100008,2020,10,-0.208254393,-0.045440102,0.315387526
7100008,2020,11,-0.276929422,-0.13736682,0.152478059
7100008,2020,12,-0.615723197,-1.012650168,0.138474177
7100008,2021,1,-0.725805743,-1.279422674,0.1821264
7100008,2021,2,-1.045699751,-1.808445516,0.423888425
7100008,2021,3,0.037060972,-0.230510072,0.084014781
7100008,2021,4,-0.686761345,0.129373851,0.035403667
7100008,2021,5,0.521493959,0.520702047,0.156806096
7100008,2021,6,0.318353997,1.303070878,0.871129682
7100008,2021,7,1.327994976,1.257252224,0.21293123
7100008,2021,8,-0.209701751,1.319243898,0.230023685
7100008,2021,9,-0.704675194,1.108390039,0.342610914
7100008,2021,10,1.621557179,0.374419921,0.369715046
7100008,2021,11,-0.706648876,-0.364289017,0.022656542
7100008,2021,12,-1.082877925,-0.672756019,0
7100008,2022,1,-0.857503351,-1.541399844,0
7100008,2022,2,-1.255602572,-1.128511536,0
7100008,2022,3,-0.038540769,-0.471766643,0
7100008,2022,4,0.116996421,-0.122213718,0
7100008,2022,5,0.171301369,0.641624521,0
7100008,2022,6,0.350554668,1.232493123,0
7100008,2022,7,-0.597760258,1.337008622,0.345990744
7100008,2022,8,0.016578942,1.336561951,1.467049689
7100008,2022,9,-0.035453433,0.946780132,1.336127321
7100008,2022,10,-0.88827594,0.349291584,1.764822869
7100008,2022,11,-0.059765222,-0.481219246,1
7100008,2022,12,-0.498990124,-1.330115473,0.606524774
7080102,2012,1,-0.854704101,-1.319460659,0.268826974
7080102,2012,2,-0.939387721,-1.150638208,0.268826974
7080102,2012,3,-0.381270045,0.039493151,0.268826974
7080102,2012,4,0.297793166,0.04993921,0.101690596
7080102,2012,5,0.011584785,0.825447081,0
7080102,2012,6,-0.293058883,1.09068175,0.121731587
7080102,2012,7,-0.43615141,1.48955207,2.056904546
7080102,2012,8,-0.074520593,1.123886744,2.51215627
7080102,2012,9,-0.570915209,0.800428073,2.574810766
7080102,2012,10,0.348736255,-0.015606824,2.132112205
7080102,2012,11,-0.71554521,-0.545677064,1.108074496
7080102,2012,12,-0.665376421,-1.185004981,1.108074496
7080102,2013,1,-0.806502991,-1.472642056,1.111820792
7080102,2013,2,-0.663374417,-1.508749625,1.106308824
7080102,2013,3,-0.136874882,-1.245024946,0.804950791
7080102,2013,4,1.791857925,-0.394808497,0.371393025
7080102,2013,5,2.869942997,0.470854574,0
7080102,2013,6,2.179824179,0.874578456,0
7080102,2013,7,-0.330062771,1.12454969,0
7080102,2013,8,0.014743593,1.09284657,0.000690915
7080102,2013,9,-0.411578108,0.875154177,0.283387956
7080102,2013,10,-0.316034586,0.049443785,0.333501048
7080102,2013,11,-0.302919726,-0.888524076,0.001395695
7080102,2013,12,-0.960316111,-1.731312332,0
7080102,2014,1,-0.977879492,-1.923507083,0
7080102,2014,2,-0.648262508,-2.058307564,0
7080102,2014,3,-0.688824388,-1.244732639,0
7080102,2014,4,1.352251297,-0.156893691,0
7080102,2014,5,-0.093554034,0.477324018,0
7080102,2014,6,2.878691787,1.00541932,0
7080102,2014,7,-0.172481529,0.919909212,0
7080102,2014,8,0.111368901,1.050385304,0
7080102,2014,9,0.303639602,0.675502571,0
7080102,2014,10,-0.048549912,0.006282436,0
7080102,2014,11,-0.99825523,-1.125901038,0
7080102,2014,12,-0.801881627,-1.311524786,0
7080102,2015,1,-1.120793871,-1.596098551,0
7080102,2015,2,-0.81002626,-1.934368659,0
7080102,2015,3,-0.97779507,-0.732345159,0
7080102,2015,4,0.169313232,0.094994588,0
7080102,2015,5,0.771057295,0.457619144,0
7080102,2015,6,1.212903679,0.912354991,0
7080102,2015,7,0.257680156,1.041066289,0
7080102,2015,8,0.295024327,0.912350137,0
7080102,2015,9,0.166358196,0.981793325,0
7080102,2015,10,-0.500071716,0.180227101,0
7080102,2015,11,0.183649655,-0.471520745,0
7080102,2015,12,1.023395671,-0.973391356,0
7080102,2016,1,-0.985682587,-1.730717774,0
7080102,2016,2,-1.002952897,-1.325724691,0
7080102,2016,3,0.218519342,-0.502464621,0
7080102,2016,4,-0.549023156,-0.044434202,0
7080102,2016,5,0.46361265,0.520981536,0
7080102,2016,6,1.399289971,1.100001864,0
7080102,2016,7,1.626035253,1.051950071,0
7080102,2016,8,1.444714414,1.067492575,0
7080102,2016,9,2.660494738,0.82298853,0
7080102,2016,10,-0.434557484,0.261950181,0
7080102,2016,11,-0.682849785,-0.216033571,0
7080102,2016,12,-0.418716932,-1.586367974,0
7080102,2017,1,-0.294952446,-1.541559039,0
7080102,2017,2,-0.760063874,-0.892610757,0
7080102,2017,3,-0.251821752,-0.795312762,0
7080102,2017,4,0.362960483,0.018784643,0
7080102,2017,5,0.730507552,0.391989628,0
7080102,2017,6,1.527642292,1.09359958,0
7080102,2017,7,1.73213646,1.138234818,0
7080102,2017,8,-0.582050189,0.871428585,0
7080102,2017,9,-0.716004572,0.954280056,0.108815311
7080102,2017,10,1.336555687,0.158532253,0.170216071
7080102,2017,11,-1.103653276,-0.764714901,0
7080102,2017,12,-1.195543147,-1.382742281,0
7080102,2018,1,-0.683380094,-1.698029342,0
7080102,2018,2,-0.58116489,-1.581816731,0
7080102,2018,3,-0.422900208,-0.895022774,0
7080102,2018,4,-0.436563875,-0.598657119,0
7080102,2018,5,1.381332527,0.855763825,0
7080102,2018,6,2.052205071,1.065489503,0
7080102,2018,7,1.017332101,1.119476696,0
7080102,2018,8,2.414173266,1.045353727,0
7080102,2018,9,3.869007174,0.780330148,0
7080102,2018,10,1.236310853,-0.124264433,0
7080102,2018,11,-0.407758489,-1.158038063,0
7080102,2018,12,-0.415347367,-1.221869373,0
7080102,2019,1,-0.647998344,-1.737169956,0
7080102,2019,2,-0.172677921,-1.751305088,0
7080102,2019,3,-0.746438387,-1.082044934,0
7080102,2019,4,0.156227836,-0.067686376,0
7080102,2019,5,1.700945771,0.284883749,0
7080102,2019,6,0.950829851,0.931079289,0
7080102,2019,7,0.224745228,1.247744038,0
7080102,2019,8,0.09407597,0.969877727,0.069548349
7080102,2019,9,1.787577863,0.818032695,0.105134292
7080102,2019,10,1.453985891,-0.152877902,0
7080102,2019,11,-0.463432349,-1.056106491,0
7080102,2019,12,-0.794780251,-1.089684075,0
7080102,2020,1,-0.726904277,-1.477744701,0
7080102,2020,2,-1.062523729,-1.451643209,0
7080102,2020,3,0.155771703,-0.667250226,0
7080102,2020,4,-0.555111804,-0.140392295,0
7080102,2020,5,1.182823341,0.36541372,0
7080102,2020,6,2.658797697,1.083653437,0
7080102,2020,7,0.121726329,1.250092795,0
7080102,2020,8,-0.542170597,1.17757678,0.375328185
7080102,2020,9,1.443440783,0.610742182,0.092834443
7080102,2020,10,-0.225845404,-0.189542403,0
7080102,2020,11,-0.511018193,-0.354985757,0
7080102,2020,12,-0.99173146,-1.209776047,0
7080102,2021,1,-0.875134467,-1.522189583,0
7080102,2021,2,-1.020214013,-2.004558639,0
7080102,2021,3,-0.419261465,-0.500038824,0
7080102,2021,4,-0.967780265,-0.026538954,0.414728266
7080102,2021,5,0.174718524,0.45451447,0.867244477
7080102,2021,6,0.304691799,1.275676386,1.435184474
7080102,2021,7,0.070085517,1.135243041,1.451843208
7080102,2021,8,2.821661912,1.135736168,1.583416499
7080102,2021,9,-0.470622222,0.902741707,1.061729438
7080102,2021,10,0.597454265,0.283562303,0.428154029
7080102,2021,11,-0.699865829,-0.599150302,0.31069422
7080102,2021,12,-0.814479161,-1.007989497,0.30175287
7080102,2022,1,-1.10021866,-1.870779979,0.313370652
7080102,2022,2,-1.268967028,-1.54713462,0.360600175
7080102,2022,3,0.120187993,-0.756365448,0.389379612
7080102,2022,4,0.366812402,-0.434606633,0.175191546
7080102,2022,5,0.228978322,0.571491441,0
7080102,2022,6,1.274134979,1.059300032,0
7080102,2022,7,0.694569577,1.14167074,0
7080102,2022,8,1.827821253,1.005649984,0
7080102,2022,9,-0.872257393,0.75696734,0
7080102,2022,10,-0.760720698,0.137799481,0.650657905
7080102,2022,11,-0.270517445,-0.62705023,0
7080102,2022,12,-0.661162075,-1.579081825,0
7040008,2012,1,-0.954303245,-1.416284513,0.476288837
7040008,2012,2,-0.709507579,-1.198969976,0.476288837
7040008,2012,3,-0.475040343,-0.069417695,0.545416989
7040008,2012,4,0.256644785,-0.059359015,0.551384855
7040008,2012,5,0.830502275,0.680460861,0.006281788
7040008,2012,6,-0.242841444,1.020919219,0
7040008,2012,7,0.318027254,1.400195458,0.918580435
7040008,2012,8,-0.029604441,1.009347147,0.944779344
7040008,2012,9,-0.503592101,0.699624234,1.169465892
7040008,2012,10,0.206730703,-0.110526791,1.358798612
7040008,2012,11,-0.947167322,-0.61240982,1.284132606
7040008,2012,12,-0.613834722,-1.337047097,1.388949494
7040008,2013,1,-0.992974511,-1.607481343,1.401144719
7040008,2013,2,-0.759913581,-1.643785825,1.403757881
7040008,2013,3,-0.098547982,-1.346031516,1.090670822
7040008,2013,4,1.654463775,-0.608282168,0.764333782
7040008,2013,5,3.603099001,0.292888013,0
7040008,2013,6,2.416928396,0.763289159,0
7040008,2013,7,-0.348932348,1.051861517,0
7040008,2013,8,-0.480693236,1.000120715,0.354825152
7040008,2013,9,-0.677928607,0.767729914,1.077254374
7040008,2013,10,0.867298103,-0.072147282,0.212226818
7040008,2013,11,-0.598332082,-0.972394111,0
7040008,2013,12,-0.873197232,-1.817818587,0
7040008,2014,1,-0.94966997,-2.023110082,0
7040008,2014,2,-0.770755227,-2.10625822,0
7040008,2014,3,-0.783549112,-1.358423125,0
7040008,2014,4,1.314736976,-0.367518101,0
7040008,2014,5,-0.278531851,0.367290718,0
7040008,2014,6,2.885440863,0.913736891,0
7040008,2014,7,-0.356644175,0.845517986,0
7040008,2014,8,0.893837435,1.000741266,0
7040008,2014,9,0.268205899,0.565896214,0
7040008,2014,10,0.082698427,-0.119778311,0
7040008,2014,11,-0.966356697,-1.277676797,0
7040008,2014,12,-0.863855809,-1.459323532,0
7040008,2015,1,-1.116951962,-1.738772074,0
7040008,2015,2,-1.03617575,-2.033748873,0
7040008,2015,3,-0.874875097,-0.883443762,0
7040008,2015,4,0.639877207,-0.04426496,0
7040008,2015,5,0.957545886,0.352909491,0
7040008,2015,6,0.845770165,0.823317875,0
7040008,2015,7,0.471876343,0.966867498,0
7040008,2015,8,0.008384489,0.840295542,0
7040008,2015,9,-0.174109238,0.859494842,0
7040008,2015,10,-0.716203343,0.085503829,0.190369767
7040008,2015,11,-0.107968275,-0.555919447,0.151909046
7040008,2015,12,0.528439677,-1.122879739,0
7040008,2016,1,-0.996594553,-1.827763525,0
7040008,2016,2,-1.038314186,-1.433153747,0
7040008,2016,3,0.369486243,-0.636154793,0
7040008,2016,4,-0.734245822,-0.146678563,0
7040008,2016,5,0.526912128,0.438269366,0
7040008,2016,6,1.472820698,0.943851745,0
7040008,2016,7,1.460433179,1.000468841,0
7040008,2016,8,1.576860167,0.981231119,0
7040008,2016,9,3.310406742,0.681313082,0
7040008,2016,10,-0.065565742,0.109886237,0
7040008,2016,11,-0.726697186,-0.343300464,0
7040008,2016,12,-0.407581189,-1.655155295,0
7040008,2017,1,-0.312096972,-1.659975843,0
7040008,2017,2,-0.615698181,-1.081334418,0
7040008,2017,3,-0.355570649,-1.005684812,0
7040008,2017,4,0.342063265,-0.104552016,0
7040008,2017,5,1.030775221,0.262791508,0
7040008,2017,6,1.305193519,0.954061824,0
7040008,2017,7,0.083175885,1.052716553,0
7040008,2017,8,-0.273216201,0.773634777,0.171632338
7040008,2017,9,-0.650704265,0.816946038,0.281150616
7040008,2017,10,1.370261195,0.017994667,0
7040008,2017,11,-1.156744364,-0.902517491,0
7040008,2017,12,-1.17879781,-1.563364319,0
7040008,2018,1,-0.6163358,-1.812912747,0
7040008,2018,2,-0.867950212,-1.688126388,0
7040008,2018,3,-0.916246511,-0.96031486,0
7040008,2018,4,0.173445088,-0.768906712,0
7040008,2018,5,2.157203741,0.728869571,0
7040008,2018,6,1.494197718,0.935516523,0
7040008,2018,7,0.597496205,1.036197722,0
7040008,2018,8,1.143861394,0.979295373,0
7040008,2018,9,2.05513365,0.656829407,0
7040008,2018,10,0.637197303,-0.279953524,0
7040008,2018,11,-0.430697586,-1.276434089,0
7040008,2018,12,-0.338058589,-1.398772038,0
7040008,2019,1,-0.827906981,-1.856721826,0
7040008,2019,2,0.035492822,-1.876148047,0
7040008,2019,3,-0.665983815,-1.211210867,0
7040008,2019,4,0.097090681,-0.239832379,0
7040008,2019,5,1.8502051,0.132103417,0
7040008,2019,6,1.483987142,0.81235181,0
7040008,2019,7,1.498666016,1.112199649,0
7040008,2019,8,-0.3851695,0.877584399,0
7040008,2019,9,2.504395531,0.695033513,0
7040008,2019,10,1.194828658,-0.293098653,0
7040008,2019,11,-0.181963637,-1.198877038,0
7040008,2019,12,-0.704370162,-1.341448083,0
7040008,2020,1,-0.881697442,-1.577545729,0
7040008,2020,2,-0.866187597,-1.555870901,0
7040008,2020,3,-0.240303579,-0.853237968,0
7040008,2020,4,-0.639315594,-0.307316466,0
7040008,2020,5,0.944804519,0.300226041,0
7040008,2020,6,1.488153334,0.997228243,0
7040008,2020,7,0.022155738,1.151962782,0
7040008,2020,8,0.029276222,1.054333575,0.523011263
7040008,2020,9,0.487723085,0.455590811,0.031436756
7040008,2020,10,-0.670317325,-0.41165523,0
7040008,2020,11,-0.237941068,-0.521316003,0
7040008,2020,12,-1.232515161,-1.272352841,0
7040008,2021,1,-0.935433173,-1.576967662,0
7040008,2021,2,-1.006635849,-2.047724682,0
7040008,2021,3,-0.446377645,-0.55838692,0
7040008,2021,4,-0.943979125,-0.200116487,0.5
7040008,2021,5,0.804160186,0.357772006,0.999040164
7040008,2021,6,0.369531737,1.202584767,0.969273925
7040008,2021,7,0.420569063,1.047972359,0.62137848
7040008,2021,8,2.11504033,0.993745511,0.209678755
7040008,2021,9,-0.580613664,0.75512861,0
7040008,2021,10,-0.748506817,0.201890716,0
7040008,2021,11,-0.50559475,-0.761757082,0
7040008,2021,12,-0.685800081,-1.261605888,0
7040008,2022,1,-1.053237731,-1.983406687,0
7040008,2022,2,-1.21785197,-1.684312819,0
7040008,2022,3,-0.44526814,-0.946650809,0
7040008,2022,4,0.236857741,-0.569741909,0
7040008,2022,5,0.741953437,0.477864167,0
7040008,2022,6,0.83868056,0.923662404,0
7040008,2022,7,1.970594518,1.041457494,0
7040008,2022,8,1.679869858,0.914772577,0
7040008,2022,9,-0.977276682,0.669459763,0
7040008,2022,10,-0.956505646,0.025097396,0.07188142
7040008,2022,11,-0.499474849,-0.773042001,0.121001637
7040008,2022,12,-0.438346971,-1.728855949,0.078048425
7080204,2012,1,-1.007376346,-1.274985896,0.601028844
7080204,2012,2,-0.872146732,-1.08430083,0.601028844
7080204,2012,3,-0.49134208,0.051750863,0.601028844
7080204,2012,4,0.424446334,0.116585204,0.389752455
7080204,2012,5,0.28313102,0.854137722,0.109279491
